Unnamed: 0,Tweet,Date,Username,Hashtags,Category
12,Before we reach worst traffic situation like Bangalore in BBSR...any update on Jaydev Vihar-Nandan Kanan Parallel road?? @CMO_Odisha @5TsOdisha @WorksDepartment @MoSarakaar . https://www.newindianexpress.com/states/odisha/2018/jan/03/parallel-road-to-ease-traffic-flow-on-jaydev-vihar-nandankanan-route-1743159.html,2020-01-30 04:38:24+00:00,manas_muduli,,Traffic
13,"Bangalore and Manilla world's worst cities for traffic: As everyone knows, driving would be much more fun if there weren't so many cars on the road. Urban areas are bad for traffic but have you ever wondered… http://dlvr.it/RP0kwk #25thAmendmentNow #ImpeachTrump #TheResistance",2020-01-29 21:06:37+00:00,cahulaan,#25thAmendmentNow #ImpeachTrump #TheResistance,Traffic
14,"Just 2days back Bangalore has been credited as the No.1 city which has worst traffic by a company called TomTom, previously which had been running into controversy. So #bangaloretraffic #worsttraffic ? All most all cities of India have bad traffic bec of ill practices on road! ",2020-01-29 19:45:13+00:00,shammi_Mks,#bangaloretraffic #worsttraffic,Traffic
15,"India is definitely on top of this global ranking. I often wonder how much India's productivity will go up if road traffic conditions were to improve.. just Mumbai, Bangalore and Delhi have a combined GDP of &gt;700billion USD (ppp) https://www.wired.com/story/worlds-most-traffic-choked-cities-ranked/",2020-01-29 17:01:47+00:00,profmohanan,,Traffic
16,"This is the absolute requirement of a common man, and our media never focus on these issues, lacks and apathy in traffic management and clueless road construction makes us to feel like bastards on Bangalore roads @narendramodi @PMOIndia @CMofKarnataka @nitin_gadkari",2020-01-29 16:39:28+00:00,Goolayya,,Traffic
17,"True that! But Mumbai is more regulated in terms of traffic, Delhi has the better road infrastructure - the general quality of Pune roads is fine !!! Bangalore was always a challenge ! :)",2020-01-29 15:46:29+00:00,Dnyanada_D,,Traffic
18,"This is the absolute requirement of a common man, and our media never focus on these issues, lacks and apathy in traffic management and clueless road construction makes us to feel like bastards on Bangalore roads @narendramodi @PMOIndia @CMofKarnataka @nitin_gadkari",2020-01-29 12:45:38+00:00,Goolayya,,Traffic
19,"This is the absolute requirement of a common man, and our media never focus on these issues, lacks and apathy in traffic management and clueless road construction makes us to feel like bastards on Bangalore roads @narendramodi @PMOIndia @CMofKarnataka @nitin_gadkari",2020-01-29 10:17:01+00:00,Goolayya,,Traffic
20,Bangalore is most congested city in the world. Road -Traffic planners need to develop FLY-OVER-SYSTEM soon. ,2020-01-29 08:41:45+00:00,DrShreeGovindS2,,Traffic
21,Well this is true for road commuters (Pvt car users ) but hence only way is to strengthen public transport like train n metro. (Mumbai still carries 10 million ppl on public transportation who are not delayed due to traffic). Bangalore is 10 times worse than Mumbai,2020-01-29 06:31:05+00:00,vishalkmumbai,,Traffic
22,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Traffic
23,"This kind of jam happens every day in Delhi Bombay Bangalore even otherwise. Instead of asking people to do better, let's start asking our government to do better too right? Why is our connectivity so poor? Why are we so dependent on one road? Why is the traffic this bad ALWAYS?",2020-01-29 05:58:12+00:00,tanejamainhoon,,Traffic
24,"@PiyushGoyal @PiyushGoyalOffc there is a manual train signal in one of the busiest road in Bangalore (towards Hoodi) where ppl every morning struck in traffic 20-30 min, why can't a bridge be made here",2020-01-28 03:53:07+00:00,IndiaCritic,,Traffic
25,"@blrcitytraffic @DCPTrNorthBCP @BBMPCOMM @CPBlr @drashwathcn I have never seen such a blindfold authority in Bangalore till date. Look at Kalyanagar Ring road, in the name of white topping, traffic jam for 5km till Ramurtynagar. But white no work is happening.",2020-01-27 13:04:16+00:00,IndiaFi20058234,,Traffic
26,@nitin_gadkari dear sir why there is not one nation one road tax system in india unlike other countries for people like us who migrate to different states for job need. I m regularly being harrassed for traffic cops for driving non- Karnataka vehicle in Bangalore.,2020-01-27 11:32:23+00:00,jeet_indore,,Traffic
27,This is everyday and across Bangalore same issue. In front of police only they will stop in middle or road or just a a corner and traffic will stop. Both traffic cop and drive should be responsible.,2020-01-27 02:18:28+00:00,samarthvh,,Traffic
28,"When I moved to Bangalore, I was aware of its time consuming, congested and unmanageable traffic. But after moving here, I noticed something more concerning, the safety of commuters on the roads. @blrcitytraffic #RoadSafety #bike #trafficpolice #road #travel #bike #biketrip #car",2020-01-26 12:58:05+00:00,deepsakre08,#RoadSafety #bike #trafficpolice #road #travel #bike #biketrip #car,Traffic
29,Crossing the Nrupathunga road in a single signal! That's how Bangalore's traffic is on the republic day #bmtc,2020-01-26 05:45:30+00:00,parallelthought,#bmtc,Traffic
30,Hello @MORTHIndia This is the state of toll gates between Bangalore-Tumkur road. There are 3 tollgates within 60 km and min half km traffic at every toll. This is really frustrating @NHAISocialmedia. Please fix it. ,2020-01-26 04:43:26+00:00,naraharims,,Traffic
31,"@nitin_gadkari sir, this is the state of toll gates between Bangalore-Tumkur road. There are 3 tollgates within 60 km and min half km traffic at every toll. This is really frustrating @NHAISocialmedia. Please fix it. ",2020-01-26 04:36:52+00:00,naraharims,,Traffic
32,"@BBMP_MAYOR Hon'Ble Mayor , please take up the development of Roads in Bangalore . Please stop White TOPPING in Bangalore city , it is causing more traffic jams especially the Nihmans road . Find alternative to Jayadeva and Silk board roads .",2020-01-25 11:04:51+00:00,p_puranam,,Traffic
33,"Agriculture and Transportation are both big challenges Bangalore faces. However, with such a large population, both of these problems are connected, as the city needs more road space to try and release traffic tensions: ",2020-01-25 08:26:14+00:00,UWGCIL,,Traffic
34,Traffic mgt is the key to Bangalore.. very Very sorry status,2020-01-25 07:07:28+00:00,Ganesh52761634,,Traffic
35,Gross violation of traffic rules @blrcitytraffic .. This is one pic.. we see thousands in a day in each Bangalore road.. Need to be aggressive on this @BlrCityPolice @CPBlr,2020-01-25 04:51:32+00:00,NewIndiaCitizen,,Traffic
36,"Starting of Metro on Outer Ring Road in Bangalore (Marathalli) is far from the reality and traffic is increasing day by day. This is request of our railway ministry and our Karnataka government who believes in the progress, to make use of the existing Bangalore - Hosur track",2020-01-25 04:44:18+00:00,NkBommaiah,,Traffic
37,"I second that! Was on the same road, walked from hsr to btm udupi garden because I could no longer wait in traffic(45 mins in the same spot). Being a Bangalorean, seeing this stage of Bangalore is very disheartening. No road is good for travel. @WeAreBangalore",2020-01-24 16:35:45+00:00,sunayana18,,Traffic
38,@deepolice12 So Many bounce bikes are abandoned on busy roads of Bangalore. it’s causing horrible traffic jam. Saw few bounce bikes on the main road from jay mahal to mekhri circle and even on Hebbal flyover.kindly apply strict fines to such companies.,2020-01-24 15:29:10+00:00,connectdp,,Traffic
39,So should we allow you on right? Since you are using more road space? Smaller vehicles can go faster in traffic hence they are on right. If ppl understand that and follow lane discipline the half of Bangalore traffic problem can be solved,2020-01-24 05:50:26+00:00,jobabraham777,,Traffic
40,And u talking about BMTC bus drivers and conductors they are the first persons to be blamed for the traffic problem in Bangalore because they never stop at the bus stops and their favourite spot is road!! Talking about bad treatment they behave even badly with passengers!! Karma!,2020-01-24 04:27:58+00:00,mallineni_krish,,Traffic
41,"Due to white topping and bad condition of roads, lot of traffic on Hosur Road from Silkboard to Kormangala..and icing on the top private and govt busses stop in between where there is no stopping sign..#bangaloretraffic #Bangalore",2020-01-24 03:30:53+00:00,aniketnd,#bangaloretraffic #Bangalore,Traffic
42,"The entire night would’ve been a disaster if not for @rohithleafemoji who gave me constant gyaan over phone that later hit me hard. Thank you, Rohith. But truly, Bangalore traffic sucks. And road discipline = ZERO. 8/",2020-01-24 02:54:34+00:00,MsSaltedPeanuts,,Traffic
43,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Traffic
44,"@AddlCPTraffic sir, Please post a traffic constable to exclusively manage traffic in front of Kendriya vidyalaya Asc centre south Bangalore , Victoria road . It's a mad rush between 2.40 pm when the school closes to 3 pm . Children run the risk of getting run over. Please help.",2020-01-24 00:47:38+00:00,tksri100,,Traffic
45,#bangaloretraffic roads in terrible state add to traffic woes. Local representatives need to be taken for a ride around Bangalore while we commute to work to make them understand the reality. Bumpy and patchy roads.. road repair works left undone for more than 6months,2020-01-23 18:36:47+00:00,indhudhansingh,#bangaloretraffic,Traffic
46,#bangaloretraffic only Bangaloreans Start a boycott Bangalore slogans maybe just maybe the State Govt.#BJP might listen to the infra agony of BLR. No road no traffic regulations no water slow metro construction pathetic civic amenities. Save BLR @YedduR yours truly a BJP fan,2020-01-23 17:57:43+00:00,VigneshwarShan2,#bangaloretraffic #BJP,Traffic
47,In Bangalore even if you take a road less traveled yet you'll find traffic jam.,2020-01-23 17:44:55+00:00,itsaashuu,,Traffic
48,@BBMP_MAYOR Bangalore traffic is a Plague. START #OddEvenruleforbusses. The Four wheelers here are plaguing the road. Eradicate Heavy duty Busses just to serve 2% of the population. Impose rules on single Car driver. #Help @BJP4Karnataka,2020-01-23 16:33:02+00:00,Sam_diw,#OddEvenruleforbusses #Help,Traffic
49,"Commute in @peakbengaluru is really worst Damn those traffic jams, wait times, wrong direction, road blocks. Worst part Ambulances even get into the traffic Makes me thing Bangalore really needs tunnels seriously Like The Boring Company Tunnels ",2020-01-23 16:11:11+00:00,karanganesan,,Traffic
50,#Bangalore stands still .. heavy traffic ..3 hours for 6 kms in HSR and koramangala road in outer ring road .. – at Madiwala Market,2020-01-23 16:07:21+00:00,SameerSahoo,#Bangalore,Traffic
51,"If we r nt finding any soltn or doing something towards this traffic in bangalore we are going to hit very bad, its sad to knw that Bengaluru like city don't even have good roads. One renovation will take months like krmngla road Do we ever find solution or never @CTRavi_BJP",2020-01-23 15:49:54+00:00,AjayPrabhu55,,Traffic
52,"In Bangalore, the line in the middle of the road is a traffic lane. ",2020-01-23 14:52:32+00:00,ericbaize,,Traffic
53,"I'm staying in Bangalore and when I'm on road (anytime), traffic stops for an hour. What's his point?",2020-01-23 13:29:31+00:00,DubaiViaMumbai,,Traffic
54,Huge #traffic pileup towards silk board - both on HSR &amp; madiwala road - stuck for half an hour - #Bangalore #bangaloretraffic #silkboard - #Google maps showing a crash - not sure what's the reason?,2020-01-23 13:08:57+00:00,Harsha_MP,#traffic #Bangalore #bangaloretraffic #silkboard #Google,Traffic
55,"Scenes on the road: bus, auto, cycle, van, scooter, bike, car, tempo truck. + a horse cart. All going at their own merry pace. And we wonder why there is traffic in Bangalore.",2020-01-23 12:28:57+00:00,zibijamal,,Traffic
56,This is main reason to get traffic in Bangalore Panathur Road #Bengaluru #Kadubisnahalli – at Panathur Road,2020-01-23 04:55:25+00:00,shashiiet,#Bengaluru #Kadubisnahalli,Traffic
57,"Bangalore Traffic Police CANNOT man or control or bring discipline to the madness on the road, so why do they even try - esp peak hour they will switch off the traffic lights and do their dance, everywhere! Just pissing off! (Pincodes 102, 103) ",2020-01-23 04:21:41+00:00,lhakme,,Traffic
58,All around Bangalore @swiggy_in and @ZomatoIN delivery executives are the biggest violators of wrong side driving. Just observe the traffic on service road on orr and you will definitely see violations.,2020-01-22 13:53:04+00:00,Diganta1908,,Traffic
59,"Respected @narendramodi the Outer Ring Road from Hebbal to KR Puram in Bangalore is under some work n is going in very slow pace, everyday commuters facing too much of problem and spending more than 3 hrs in traffic ,I request u to order for faster completion of work @PMOIndia",2020-01-22 13:29:07+00:00,rawkeshh,,Traffic
60,"Sir, though we agree that this should not happen. But if we think of better road, improved traffic conditions - these boys will deliver pizza within 20 minutes. Its the road condition of Bangalore for which i haven't seen anyone voicing out.",2020-01-22 11:57:16+00:00,pratyushm1shra,,Traffic
61,"They should do something for the traffic conditions.. Bangalore has the worst traffic and road conditions are pathetic Work on the traffic system rather than sitting in office and tweeting absurd comments..if the traffic improves, the guy will be able to deliver pizza in 30 mins.",2020-01-22 10:19:30+00:00,extremistRaj,,Traffic
62,After Navayuga toll huge traffic jam it is better to avoid toll road. #traffic #tollroad #bangalore #tumkuru #maheshaprabhu #borntolearn,2020-01-22 04:21:19+00:00,maheshaprabhu,#traffic #tollroad #bangalore #tumkuru #maheshaprabhu #borntolearn,Traffic
63,Bus lane is really needed in ORR Bangalore?? Most of the traffic in ORR is due to people crossing the road. Why not construct flyover to cross road across all crossing points?? @blrcitytraffic,2020-01-22 04:15:58+00:00,Ganesh_M83,,Traffic
64,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Traffic
65,Huge Traffic jam on #bangalore #Tumkuru road near 8th mile exit due to Fasttag. Almost 3 kilometer traffic pilled up. @nitin_gadkari @PMOIndia #morningrush #maheshaprabhu #borntolearn,2020-01-22 03:48:12+00:00,maheshaprabhu,#bangalore #Tumkuru #morningrush #maheshaprabhu #borntolearn,Traffic
66,#BBMP you guys should have planned and executed the white topping of Hosur road in December when Bangalore was sleeping...not now!!!! You just made Bengaluru traffic and people's lives WORSE!!!! And the manual labor in sight is just appalling..Why don't you build a new Bengaluru?,2020-01-21 11:35:02+00:00,Sdungrawala,#BBMP,Traffic
67,May be. But in Bangalore most companies located in outer ring road..and all way from Electronics city to Hebbal is always heavy traffic.. more over this white topping..it kills,2020-01-21 10:09:14+00:00,kiruthikarh,,Traffic
68,"Good initiative by St. Joseph’s kids, creating traffic awareness in Bangalore - Double Road @BlrCityPolice @sjcbengaluru",2020-01-21 07:28:44+00:00,sunilvarkey,,Traffic
69,"Bangalore traffic on Ecospace road is worst on Mondays and Tuesdays, reason..Too many cars and single person inside..#bangaloretraffic",2020-01-21 04:30:03+00:00,shubham1992105,#bangaloretraffic,Traffic
70,Exactly.. We do this to improve the traffic situation in Bangalore and safety of everyone on road. But it's good if we get the feedback on the actions taken so that we can support more.. @blrcitytraffic should take necessary action..,2020-01-21 03:05:45+00:00,NewIndiaCitizen,,Traffic
71,In view of national road safety week Bangalore traffic unit arranged drawing computation for childres at cubbonpark from Whitefield traffic police limits 1. Holly school 2.k.k school ,2020-01-20 15:48:29+00:00,whitefieldtrfps,,Traffic
72,Say hello to Bangalore traffic. People just take it for granted to ride/drive on the wrong side of the road ,2020-01-20 05:26:52+00:00,arunavabanik,,Traffic
73,"@deepolice12 sir I even posted to traffic east I complained before no action have taken on footpath acquired shop clearance in j.b nagar10th main road near Bangalore one, here it's huge traffic jam, people can't walk on foot path because of the shops,tel sir to whom we need to",2020-01-20 03:37:41+00:00,Srikant73417239,,Traffic
74,"@BBMP_MAYOR @BBMPCOMM @blrcitytraffic @Tejasvi_Surya @basvanguditrfps @GovindKarjol this NICE Inner road can be used for public use, to reduce huge traffic in this Road, as it is a connective road to Giri Nagar,Bangalore ",2020-01-19 14:19:10+00:00,sunielbeleri,,Traffic
75,"@nitin_gadkari https://m.economictimes.com/news/economy/infrastructure/no-dearth-of-money-plan-to-spend-rs-five-lakh-crore-on-infrastructure-gadkari/articleshow/73376561.cms If this is true, then spend some money for easing the traffic on Sarjapur Road, Bangalore",2020-01-19 12:45:40+00:00,sesh_vish,,Traffic
76,"#TRAFFIC I complained before no action have taken on footpath acquired shop clearance in jeevanbheemanagar 10th main road near Bangalore one, here it's huge traffic jam, people can't walk on foot path because of the shops, ,,,, tell me sir where should I complain",2020-01-19 05:24:22+00:00,Srikant73417239,#TRAFFIC,Traffic
77,#Bangalore 'Smartcard fare hike will increase road traffic' - ,2020-01-19 02:30:15+00:00,bangalore_pulse,#Bangalore,Traffic
78,Strategic banner positioning on an overbridge on the arterial Hosur Road + Bangalore traffic jams = Maximum exposure for your cause ,2020-01-19 02:25:35+00:00,2shar,,Traffic
79,"Under BSY Government:- A Good Opportunity For All Officials To Make As Much As Money under the rule of BSY. Traffic police not booking many on One Way Entry on New Thippasandra Main Road, Bangalore.",2020-01-19 02:03:05+00:00,mkr19,,Traffic
80,"Dear Mr. AmitShah please take stock of the Road Blocks, traffic jams caused due to your visit to Bangalore today. Next time make sure you visit early Morning or late night. Please don't visit in peak hours &amp; cause traffic jams &amp; inconvenience to people. Thank you @blrcitytraffic",2020-01-18 14:53:11+00:00,Anoop_100,,Traffic
81,"Traffic jam on Palace Road, Jayamahal road, Bangalore....... Traffic stalled for 2 to 3 hrs..........Time to move out these tamashas by politicians outside the city limits.",2020-01-18 12:39:28+00:00,SowmyaNavin,,Traffic
82,"Thanks to @AmitShah’s bangalore vidit, all roads from HAL Airport to MG road are blocked. 15min drive took 45min. If you’re not in the main road, traffic isn’t even moving. From 11am till 4pm. Over 500 policemen that I could count on my route. Even your time isn’t that valuable.",2020-01-18 10:44:59+00:00,dheerajcr,,Traffic
83,@blrcitytraffic @BSYBJP @AmitShah.. Stuck at Raj Bhavan road since 45 mins without moving for a inch.. Wah Bangalore Traffic Police..Wah. Mr CM where are you??? #Senseless and Worthless Traffic Management#,2020-01-18 09:01:59+00:00,Jamesbond00790,#Senseless,Traffic
84,@highgroundtrfps .. Stuck at Raj Bhavan road since 45 mins without moving for a inch.. Wah Bangalore Traffic Police.. Wah#Senseless and Worthless Traffic Management#,2020-01-18 08:57:23+00:00,Jamesbond00790,,Traffic
85,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Traffic
86,@nitin_gadkari 1am ....traffic jam at Bangalore airport road.Fastag implementation below par at the toll,2020-01-17 19:33:00+00:00,raghavanns,,Traffic
87,"@Tejasvi_Surya please look into traffic condition of bangalore its becoming worst day by day, i have not seen any progress in kormangala and ejipura traffic condition from lest 1/2 half year, even last month two people died and several got injured in the road accident.",2020-01-17 18:25:41+00:00,knowamits,,Traffic
88,"Stuck in traffic with cars coming from the opposite direction. This seems to be the norm in front of Manyata Tech Park, Nagavara and Thanisandra Main Road with @blrcitytraffic policemen standing and watching the mess unfold #RoadSafety #Bangalore #stupidity",2020-01-17 04:33:23+00:00,nandi_ab,#RoadSafety #Bangalore #stupidity,Traffic
89,@BlrCityPolice @blrcitytraffic @BangaloreMirror @dcpwhitefield @WFRising @KRPURATRAFFIC excellent session by kr puram team traffic police about road safety and traffic awareness at our office thank you from rainbow children's hospital marathalli Bangalore ,2020-01-16 15:05:17+00:00,karthidaaa,,Traffic
90,There is heavy Traffic Jam near Bangalore Nelamangala toll. The reason is #Fasttag . There is only one lane for cash and the entire road is blocked. There are 3 ambulances stuck in the Jam. Is the govt so rigid that you cannot extend the lanes? @Karnataka_DIPR @mani1972ias,2020-01-14 09:29:29+00:00,bkrs100,#Fasttag,Traffic
91,Dickinson Road Bangalore..near Sundram Finance at 9.23am dated 14th Jan 2020...where is our traffic guys https://twitter.com/blrcitytraffic/status/1216999601615470592,2020-01-14 08:33:33+00:00,Deepakrchaudhry,,Traffic
92,"@BangaloreMirror @suvarnanewstv @timesofindia @btppubliceye Bangalore traffic conducts road safety week, but the same has resulted in a traffic block on Kasturba road . Proper precautions they should have taken",2020-01-14 04:53:43+00:00,Ss2787,,Traffic
93,"Why cannot the traffic be regulated in NECE road in Electronic City, Bangalore.. There is no Fast Tag or any automatic barrier.. @nitin_gadkari can you please help",2020-01-13 13:06:14+00:00,sandeepontop,,Traffic
94,"Dear @blrcitytraffic @CPBlr - Huge, Huge traffic jams on Bull Temple Road, Chamarajapet &amp; surrounding areas! Struck for 55 mins now. Can you help?",2020-01-13 13:00:16+00:00,Anand_Bangalore,,Traffic
95,Sir could please look into Bangalore road and traffic condition.,2020-01-13 12:57:15+00:00,MrAnoop_kumar,,Traffic
96,"@BSYBJP @PMOIndia @nitin_gadkari Sir please get us peripheral ring road, tired on daily traffic in bangalore.. We work so hard and pay tax, why cant expect good roads.",2020-01-13 12:07:01+00:00,harishvk27,,Traffic
97,@BSYBJP Sir i have voted for your party 3 times in last 2 or 3 years. but the kind of road and traffic we have to face in bangalore is pathetic. i thought BJP would do something. but instead the road and traffic condition is getting worse everyday...,2020-01-13 09:29:51+00:00,dSpeedOfLight,,Traffic
98,"@btppubliceye @Vogo_rentals Reporting Voilation of road traffic rules by parking just below No-Parking by Vogo Bike Rentals user. At ITPL Gate 3, Pattandur Agrahara, Bangalore PIN 560066. Time 1:48 PM Date 13 Jan 2020. Vehicle number available in the photo with GPS maps location ",2020-01-13 09:07:35+00:00,fix_blr,,Traffic
99,@btppubliceye this is why Bangalore traffic is worst in the country. Public doesn’t even know which side of the road to drive on ,2020-01-13 06:36:39+00:00,Sobeersailor,,Traffic
100,"Challaghatta Halt if fructified will ease pressure on road traffic within Bangalore as it's easier to go to Electronic City (via Nice Road), Magadi road traffic (via MAR road) ,JP Nagar, kanakapura road areas. Please do needful @DVSadanandGowda, @narenhs",2020-01-13 04:49:16+00:00,Mailpradeepks,,Traffic
101,@blrcitytraffic Full jam on kodichekanahalli road near dmart. Not moved an inch from last 15 mins. #TrafficJam #Traffic #Bangalore,2020-01-13 03:48:16+00:00,yadv_saurabh,#TrafficJam #Traffic #Bangalore,Traffic
102,"#AskDrAshwath , whats your take on Bangalore's road condition and the metro projects getting delayed year after year, can we expect any better traffic conditions ??",2020-01-12 14:26:51+00:00,rshvkmr,#AskDrAshwath,Traffic
103,"@MORTHIndia @nitin_gadkari @OfficeOfNG dear Gadkari ji and team please find a solution to the chronic traffic jams/nightmare on outer ring road in Bangalore. There is so much precious fuel, time wasted on daily basis. Fix like Gurgaon hero honda chowk NH8 pls.",2020-01-11 18:21:45+00:00,AshuSharmaDelhi,,Traffic
104,Bangalore traffic and road use are planned by the keenest haters of fellow humans,2020-01-11 11:22:13+00:00,KaveriExpress,,Traffic
105,"Baiyappanahalli - Banaswadi road that provides access to this station, cannot really handle the increase in traffic with the opening of the station. Also, considering the demand for trains from Bangalore to various parts of the country, it wouldn't be long before TCTB saturates",2020-01-11 09:51:14+00:00,tejaswiblr,,Traffic
106,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Traffic
107,"many road humps don't hv white paint in Blore, what is Bangalore Traffic Police doing ?? is it not your duty and responsibility to paint road humps ??",2020-01-11 06:58:53+00:00,ShankaAnanth,,Traffic
108,@blrcitytraffic Sir no action taken on my complaint regarding the traffic jam and foot path acquisition Bangalore one 10th main road jeevanbheemanagar Bangalore -75,2020-01-11 06:06:30+00:00,Srikant73417239,,Traffic
109,"@PMOIndia @AmitShah @ArvindLBJP @Randeep_Dev @BBMPCOMM @BBMP_MAYOR Majority of top companies of Bangalore are on Ring Road , not sufficient to carry traffic, backside of Road gear school road is in pathetic condition how govt image will improve road is narrow, horrible condition",2020-01-10 15:30:40+00:00,amresh_anchala,,Traffic
110,@blrtraffic @hebbaltrafficps Nagavra junction is screwed up. Due to signal at nagavra the traffic has piled up in whole of hrbr road. Pls shift the bus stands atleast 100 m from the junction!! Never understood why whole of Bangalore has bus stands near junction to add to trafic,2020-01-10 14:14:28+00:00,mailvidya,,Traffic
111,Entire stretch of Sanjaynagar Bangalore North occupied by vendors forcing elderly pedestrians to walk on the road. This is making vehicular traffic to move at slow pace..total apathy by authorities. @BBMPCOMM @CPBlr @BBMP_MAYOR @BlrCityPolice @CMofKarnataka @BSYBJP,2020-01-10 08:00:51+00:00,rajaramvk,,Traffic
112,"@BBMPCOMM @BBMP_MAYOR @Karnataka_DIPR Potholes on road near causing slow movement of traffic &amp; backpain to motorists Baneshwara Temple B.V.K Iyengar Road AS Char St, Santhusapet, Chickpet, Bangalore, Karnataka 560053 ",2020-01-10 07:33:25+00:00,123mangoman,,Traffic
113,"Bounce-Could you please take care of your vehicle that you give to people for self drive,they are dropping it anywhere on the road which is causing huge traffic,traffic is already a big concern in Bangalore. @sarjapurblr @BlrCityPolice @bounceshare",2020-01-10 05:52:04+00:00,aandhera,,Traffic
114,People of Bangalore deserve the traffic in their city. No one knows how to drive. Lack of basic traffic and road sense. ,2020-01-10 05:38:55+00:00,PhalinShah,,Traffic
115,@blrcitytraffic @addicptraffic service road is closed in nagawara signal for the benefit of auto stand. Huge traffic is getting piled up in service road. Is it allowed to close public road in bangalore ,2020-01-10 04:26:45+00:00,CJayKey,,Traffic
116,Truck accident at #Bellandur #Bangalore #traffic . Avoid Eco space ORR road ,2020-01-10 02:33:16+00:00,karthik339,#Bellandur #Bangalore #traffic,Traffic
117,Traffic congestion in Bangalore is majorly caused by the huge oil tankers trying to enter the narrowest road like a BBC enters the skinny teen in porns.,2020-01-09 14:15:42+00:00,comediananda,,Traffic
