Unnamed: 0,Tweet,Date,Username,Hashtags,Category
316,"@jointcptraffic @AddlCPTraffic @DCPTrSouth @adugoditraffic1. Sirs, ladies. These three pictures taken within one minute. Another about 5 violators I did not take. Due to bwssb digging 60 Feet Road 5th Block Koramangala is a very dangerous place. Request urgent policing. #safety – at China Pearl",2020-01-10 08:35:41+00:00,BLRAviation,#safety,Water
317,@Karnataka_DIPR In #ward25 #horamavu &amp; #ward26 #ramamurthynagar pincode 560043 Q1 - how many roads still pending for laying Kaveri pipeline &amp; UGD pipeline? Q2 - what is plan of Bwssb for laying pipeline in pending areas - this month/this quarter /this year ?,2020-01-10 06:23:12+00:00,ghanshyam_in,#ward25 #horamavu #ward26 #ramamurthynagar,Water
318,@Karnataka_DIPR can you pls help. We are not getting any response from #BWSSB or #BBMP officers at ground level. @chairmanbwssb @BBMPCOMM @BBMPSWMSplComm on current status of pipeline laying work for 1. Kaveri water and 2. UGD in #ward25 #horamavu &amp; #ward26 #ramamurthynagar.,2020-01-10 06:16:35+00:00,ghanshyam_in,#BWSSB #BBMP #ward25 #horamavu #ward26 #ramamurthynagar,Water
319,"Dear Sir, pls contact Bwssb Billing Section on 080-22945117 for the status on your complaint.",2020-01-10 05:14:59+00:00,chairmanbwssb,,Water
320,"IMPROVE your WATER, IMPROVE your LIFE #stp #electrochlorination #bwssb #aarunya #pristinewater #watertreatment #waterpurification @Malleshwaram https://www.instagram.com/p/B7ICpstnlOm/?igshid=1blp8e6975ncy",2020-01-10 04:25:40+00:00,AARUNYAZ,#stp #electrochlorination #bwssb #aarunya #pristinewater #watertreatment #waterpurification,Water
321,#Bengaluru Problems pertaining to water supply and sanitation will be redressed immediately during the 3rd Jalaspandana to be held on Saturday at 15 locations by the BWSSB. @santwana99 @NewIndianXpress,2020-01-10 02:00:38+00:00,XpressBengaluru,#Bengaluru,Water
322,"@BBMPSWMSplComm Plz instruct OFC Agencies, BWSSB, BESCOM and GAIL to use these kind of manual compacting machines to compact the soil and WMM where ever they dig up pits on the road/pavement",2020-01-10 00:45:50+00:00,Dnekundi_rising,,Water
323,"This is proof of the difference between corruption ridden BBMP, BWSSB and a corruption free army",2020-01-09 17:24:05+00:00,maaniblr,,Water
324,"Oh! nange ashTondella kATa koDtilla.. couldn't pay bwssb bill. Said ""Cannot connect to bank server""",2020-01-09 16:05:06+00:00,NkBlr,,Water
325,"How the health of citizen will improve when dust pollution ,bad roads created by govt, please look at Kasavanalli Road conditions bwssb is not working while your Dept says bwssb work in progress. If work in progress why can't we see anyone working",2020-01-09 15:02:09+00:00,amresh_anchala,,Water
326,"Hon'ble DyCM Shri @drashwathcn chaired a meeting with BWSSB, BBMP and BESCOM officials to discuss various developmental projects of Malleshwaram Constituency. ",2020-01-09 13:56:50+00:00,OfficeofAshwath,,Water
327,"@chairmanbwssb Thank You Your Complaint has been registered Complaint Number: BWSSB-2020-01-03-83374 Complaint Category: Water Complaint forwarded to AE NAGARBHAVI Service station Mobile number: 8618366506 of AE: K Vishwanath STILL NOT RESOLVED, plz check",2020-01-09 09:18:01+00:00,psknair,,Water
328,"@chairmanbwssb @BWSHonolulu @bwssbchairman @bwssbdirector @NammaBengaluroo @tv9kannada No METERED water, but paying for METERED AIR. Complaints soaring sky high on huge water bills. Of late meters are by Air and less by water. BWSSB DEPARTMENT needs to probe into this matter.",2020-01-09 07:24:56+00:00,v_viba,,Water
329,"Sir,Bhoganahalli Main Road is Dug up from BWSSB from last 1 year, It is still not restored, I had raised this issue in last meeting,Do instruct &amp; Give directions to Asphalt Bhoganalli Main Road,It connects New Horizon Vidya Mandir School, High traffic road,Please help ",2020-01-09 07:07:24+00:00,vinodpatil31,,Water
330,"Just called executive engineer he is very kind enough to give all details about road work. Though funds are sanctioned for repairing roads for our area, but due to some pending BWSSB works road works getting delayed.",2020-01-09 07:03:15+00:00,harish_a12,,Water
331,"BWSSB must Setup World Class Water Treatment &amp; Sewage Treatment Plants &amp; lay Recycled Water Pipelines to Supply Recycled Water to Commercial Establishments, Industry &amp; to Homes for Non-Drinking Use.. BWSSB Must Supply River Water for Drinking Use to Homes &amp; for Agri Lands Only.",2020-01-09 04:52:47+00:00,honestcitizen8,,Water
332,"The corrupt BWSSB loss of 40 %of cauvery water would save man kind. Other 20% used for watering the golf course, VIP bungalow and non potable use. So we say 60% of water a gift of almighty, if we kick this idiots out.",2020-01-09 04:42:49+00:00,builderman82,,Water
333,"@blrcitytraffic traffic jam on thanisandra main road due to bwssb work.. Not a single traffic police to manage... Maybe all are busy collecting fines,, if u cant manage,, why give permission..",2020-01-08 14:03:40+00:00,NarasimhaGhade,,Water
334,"After long wait for BWSSB connection, there's light at end of tunnel for these citizens of Bommanahalli &amp; AECS Layout We met BWSSB chairman under leadership of Hon DCM @drashwathcn &amp; MLA Shri @msrbommanahalli to resolve this long pending matter, expected to benefit 2000 families",2020-01-08 12:25:45+00:00,Tejasvi_Surya,,Water
335,@HDFCBank_Cares @HDFC_Bank Can u pls refund the amount.Please refer to screen shots attached.Please read above tweets. I tried to pay BWSSB Bill(Water Bill – Bangalore). Money got deducted from my account but bill is not yet paid. Please refund my money . ,2020-01-08 11:06:27+00:00,Nagesh_CN,,Water
336,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Water
337,"I can sympathize with the delivery guy. With the ongoing BESCOM, BWSSB, Metro and white topping works, every alternate road is closed or narrowed out choking traffic. @ZomatoIN and their likes fix them unrealistic targets for getting incentives. What does the poor guy to do?",2020-01-08 11:02:51+00:00,Arjun_K6,,Water
338,"@FreeChargeCares @FreeCharge I tried to pay BWSSB Bill(Water Bill – Bangalore). Money got deducted from my account but bill is not yet paid. As you can see in second image , it is not reflected in MY TRANSACTION. Please refund my money . Refer attached images ",2020-01-08 10:43:06+00:00,Nagesh_CN,,Water
339,"The ongoing UGD work & illegal OFC digging on #GearSchoolRoad by BWSSB &amp; BBMP has impacted traffic movement to wrost. Entire road is choked ,as many dug up areas are not filed and left open Request @blrcitytraffic @BBMP_MAYOR @PCMohanMP @nitin_gadkari to come for rescue.",2020-01-08 09:02:39+00:00,chirag_1621,#GearSchoolRoad,Water
340,"Please vist horamavu, you will find human extera flowing in Strom water road drains, blocked and coming on the road. You promised bwssb connection in December, we paid money, voted BJP, now nothing done.",2020-01-08 08:12:39+00:00,builderman82,,Water
341,Bwssb meter reader,2020-01-08 08:12:18+00:00,mh_preetham,,Water
342,"This road is like Hell. So many apartments and many companies. Govt is only collecting taxes most from this place and none is spent here. for last 2 years, there is no road made. whatever is there, BBMP, BWSSB and other keep on digging on daily basis so that no one can use it all ",2020-01-08 05:11:49+00:00,MANOJKGBPL_HDL_,,Water
343,"The ongoing UGD work & illegal OFC digging on #GearSchoolRoad by BWSSB &amp; BBMP has impacted traffic movement to wrost. Entire road is choked ,as many dug up areas are not filed and left open Request @blrcitytraffic to come for rescue. @BBMPCOMM @Randeep_Dev @ArvindLBJP @CPBlr",2020-01-08 04:16:12+00:00,Dkhallirising,#GearSchoolRoad,Water
344,"ಗುರುವೇ, ನಾನು ಕೆಲ್ತಿರೋಧು ಅದನ್ನೇ. 6 ವರ್ಷ ಕಂದಾಯ, ಕಟ್ಟಿದ್ಧಿವಿ ಆದರೆ ಯಾವ ಸೌಲಭ್ಯ #ಬಿಬಿಎಂಪಿ ಇನ್ನೂ ಒದಗಿಸಿಲ್ಲ. #BWSSB ಶುಲ್ಕ, ಬೆಟ್ಟರ್ಮೆಂಟ್ ಚಾರ್ಜ್ ಎಲ್ಲ ತಗೊಂಡು ಕೆಲ್ಸ ಮಾಡದಿದ್ರೆ ನಮಗೆ ಅವಮಾನ. ಅದು #ಬಿಬಿಎಂಪಿ ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳಬೇಕು. ಬರೀ ನಮ್ಮ ರಾಜ್ಯ, ನಮ್ಮ ಬೆಂಗಳೂರು ಅಂದರೆ ಸಾಲದು.",2020-01-07 15:45:03+00:00,jiboyv,#BWSSB,Water
345,"Dear CMji If all heartily wants to make #Bengaluru Clean City,Concentrate on Permanent Work. Here #BBMP do Roads thn #BWSSB&amp;othrs dig those,All knw ths fact but just to eat dung No1Stoping. Pls merge BBMP&amp;BWSSB,Save #PublicMoney. @narendramodi ji ask to think #IncredibleBengaluru",2020-01-07 14:58:01+00:00,SridharDPS,#Bengaluru #BBMP #BWSSB #PublicMoney #IncredibleBengaluru,Water
346,@chairmanbwssb Can we request chairman bwssb to visit the place and walk on the road? Every day morning kids are getting boarded into the school bus from this place. – at Karmalaram Railway Station,2020-01-07 13:46:39+00:00,himansu1971,,Water
347,"@chairmanbwssb Complaint Number: BWSSB-2020-01-07-84124 Complaint Category: Water Complaint forwarded to AE Jeevan Bheema Nagar Service station Mobile number: 9880814543 DEAR SIR, AFTER 14 DEC 2019, TILL TODAY WE ARE NOT RECG A SINGLE DROP OF WATER. Kindly Help.",2020-01-07 13:39:19+00:00,findsjj,,Water
348,It's been more than a year now that Nandanam Colony of #Horamavu is full of pothole &amp; dust due to #BWSSB &amp; other cabling work in past. When will the @BBMPCOMM or @BBMP_MAYOR inspect the place &amp; get the remaining work done faster? We deserve better ROADS sir. @VoiceOfHoramavu,2020-01-07 13:09:59+00:00,PraveenPhotog,#Horamavu #BWSSB,Water
349,"Sir, Ramamurthy Nagar roads are filled with dust after BWSSB work. Senior citizens and young kids are facing difficultly in breathing. Kindly request to tar all patches as soon as possible.",2020-01-07 12:08:34+00:00,chilkoori,,Water
350,"@CPBlr @jointcptraffic @DCPTrEastBCP @acpcentraltrf @chairmanbwssb @BBMPCOMM @BBMP_MAYOR ಶ್ರೀ ಮಾರಮ್ಮ ಸರ್ಕಲ್ ನಿಂದ ಬಿಹೆಚ್ಇಎಲ್(ko8) ಬ್ರಿಡ್ಜ್ ನಡುವೆ Bwssb ಪೈಪ್ ಒಡೆದು ನೀರು ರಸ್ತೆ ತುಂಬಾ ಹರಿಯುತ್ತಿದ್ದು, ರಸ್ತೆಯಲ್ಲಿ ಗುಂಡಿಯಾಗಿ ಸಂಚಾರಕ್ಕೆ ತುಂಬಾ ಅಡಚಣೆಯಾಗಿದೆ #ಸರಿಪಡಿಸಿ",2020-01-07 09:20:17+00:00,ssnagartrfps,,Water
351,"Dear BWSSB, There is no resolution taken so far.",2020-01-07 06:36:30+00:00,arun11252,,Water
352,Was looking for sand to pot plants and thanks to #BWSSB we got plenty :P #OpenHouse332,2020-01-07 05:59:19+00:00,MosesSamPaul,#BWSSB #OpenHouse332,Water
353,#BWSSB had started digging our road to lay the sewage pipes 4 days ago. This is day 1. ,2020-01-07 05:53:19+00:00,MosesSamPaul,#BWSSB,Water
354,"I don’t see that happening @least in my lifetime. E&E Dept u name it BBMP, BDA, BESCOM, BWSSB r in a mess with neck deep corruption. Top level management officials like sub-registrar for e.g. r involved in. @BBMPCOMM @chairmanbwssb @NammaBESCOM",2020-01-07 05:00:07+00:00,IyengarShashank,,Water
355,"Am located close by , janatha bazar . Adj to Vidyapeetha BwSSB digged the road for piping and road is not finished as old road @chairmanbwssb",2020-01-07 02:26:45+00:00,sri16587,,Water
356,The road is not motorable with crater like potholes. The restoration work after bwssb work has been pathetic,2020-01-07 02:19:15+00:00,knbshankar,,Water
357,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Water
358,Kindly issue instruction to all meter readers in Bengaluru to be courteous during their visit and same can be expected from tenants/residents.. They are the point of contact of BWSSB to the citizens. There are many who give respect and take respect but some are yet to change.,2020-01-06 10:50:24+00:00,Rajeshbyheart,,Water
359,@Tejasvi_Surya @chairmanbwssb The water supply provided in Banashankari 2nd stage 31st cross is the worst by bwssb. The water quality is extremely poor with loads of dirt. Please take immediate action @CMofKarnataka @BJP4Karnataka @RAshokaBJP,2020-01-06 09:11:42+00:00,JadeNidhi,,Water
360,"@chairmanbwssb Is BWSSB really paperless.. No as per our experience as new customers, with new applications, your people need thick file with all paper hard copies with application.. Means far behind in technology.. Where will you store these files??",2020-01-06 08:41:51+00:00,kochusankar,,Water
361,"@chairmanbwssb, @BBMPCOMM, @CMofKarnataka, @BHYBJP, @PMOIndia,@BJP4Karnataka, @PCMohanMP, @BangaloreMirror , @TimesNow, Here you go with Ticket No -BWSSB-2020-01-06-83982. Location- Just in front of Carmelram Railway Station and near to Railway Crossing . Gunjur- Sarjapur Road",2020-01-06 07:51:43+00:00,himansu1971,,Water
362,"Yes sir, all they do is to respond with the docket number . The person(Shekar) at BWSSB in Domlur ward just does NOT want you to ask him questions regarding timeline. I wrote an email as well to DIPR. I called the call center as well. At last I had to ask my corporator to help.",2020-01-06 07:21:21+00:00,iampraveenlal,,Water
363,"Builder even collect BWSSB charges upfront. But government pipeline does not come in that area in next 10 years even. Aftr 10 years, BWSSB engineers again ask for fresh evaluation, and crores of rupees based on the project size. This IS Bangalore.",2020-01-06 07:16:49+00:00,jagmeethanspal,,Water
364,"Concert on Jan 7, 6 30 pm @Surabharati, Bangalore along with Smt H M Smitha and Sri Arjun Kumar Venue: Jagadguru Bharathi Theertha Sabhaa Mantapam, 9th C Main, Next to BWSSB Water Tank, Outer Ring Road, Service road, I Block, H.R.B.R.Layout, Bangalore – 560 043.",2020-01-06 06:39:09+00:00,AbhismRti,,Water
365,"@Karnataka_DIPR when citizen raises concern BWSSB need to own and fix . See here rather fixing internally at Dept , e#reported person need to run pillar to post . Pls help",2020-01-06 06:32:24+00:00,sri16587,,Water
366,"Reason is after AXA building, BWSSB is doing drain work, narrowing the already narrow road They have dug up near Madivala underpass as well. Due to white topping on Marigowda rd, traffic from Sarjapur main Rd is diverted to Hosur rd. That will be bottleneck in the evening",2020-01-06 06:10:42+00:00,Winaashar,,Water
367,When I called the above number Lohith said there is no one called Shekar working at Domlur ward. I wonder how did he come then ? #BWSSB #pathetic #youarenotdoingafavour,2020-01-06 06:08:24+00:00,iampraveenlal,#BWSSB #pathetic #youarenotdoingafavour,Water
368,"Dear Sir, pls contact Bwssb Billing Section on 080-22945117 for the status on your complaint.",2020-01-06 06:07:31+00:00,chairmanbwssb,,Water
369,"Rs 20 crore infra is lying idle at Kengeri STP for the last one year. @chairmanbwssb has no money for electrical, mechanical works. The same project was rejected when @csogok TM Vijay Bhaskar was the BWSSB chairman in 2016. ",2020-01-06 06:01:26+00:00,Naveen_MIRROR,,Water
370,"Dear Sir, pls contact Bwssb New Section on 080-22945350 for the status on your complaint.",2020-01-06 05:23:05+00:00,chairmanbwssb,,Water
371,Highly Condemnable.. The Govt has Money to purchase New Vehicles but has No Money to give to BWSSB to run STP's Efficiently ?,2020-01-06 05:07:00+00:00,honestcitizen8,,Water
372,"Where the money goes, nobody knows. #BWSSB @nav_menezes ",2020-01-06 04:52:01+00:00,WFRising,#BWSSB,Water
373,"“When this reporter reached out to Tushar Girinath, chairman of BWSSB, he refused to comment stating he was on election duty. An email query to Japan International Cooperation Agency (JICA), which granted a long-term loan for the project, went unanswered” ",2020-01-06 04:37:26+00:00,leofsaldanha,,Water
374,@chairmanbwssb Why my complain is rejected? First of all it was raised by BWSSB on my complaint on twitter and current status is rejected? Don't we deserve proper roads? BWSSB dug the whole road for sewage line and left it with temp fix! ,2020-01-06 03:01:49+00:00,DissentPiyush,,Water
375,@nimmasuresh BWSSB water mixing with sewage water 1st main 5th cross karekallu kamakshipalya Bangalore 560079 Ward #101 please help us we suffering from months we are contacting officers solution is done but for few days and problem repeats often we don't have other water sourc ,2020-01-05 16:10:29+00:00,Ramacha22834392,,Water
376,@kslayoutrfps @jayanagarps @jpnagaraps Half of the road is dug up by BWSSB and now BMRCL. Please coordinate and improve the traffic situation at Gubbalala gate ,2020-01-05 15:44:38+00:00,Kanakapura_Road,,Water
377,"At @BAFBLR #BAMBOOS event with Sri Tushar Girinath(IAS) @chairmanbwssb Chairman, Bangalore Water Supply and Sewerage Board(BWSSB) Was awarded as the 'Best Stall' in the event. @PMOIndia @BBMPCOMM @JalShaktiAbhyan @MinOfJalShakti",2020-01-05 12:12:45+00:00,Adithya_Saravu,#BAMBOOS,Water
378,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Water
379,Also how beautiful was our layout and roads 3 years ago. Everything was destroyed by BWSSB &amp; BESCOM and now they are says its BBMP's responsibility to reconditioning roads ,2020-01-05 07:05:47+00:00,NAIRPRAKASH12,,Water
380,"Who is left out in government dept without bribe? Even ACB, lokayukta also are aware but someone needs to complain for it and risk for his future/ life/.... Rules are such formed that its impossible to follow then end ip paying huge bribes for bbmp/bwssb/bescom... @BBMP_MAYOR",2020-01-05 04:32:04+00:00,Sunny29042403,,Water
381,@chairmanbwssb Did you get any updates if this problem will ever be resolved as I don’t think it will be. Sir let me know what other ways should be followed so BWSSB lends a ear as this is serious health issue as well,2020-01-05 03:37:56+00:00,deepakmca05,,Water
382,"@ArvindLBJP since from last 3 week, there is a drainage leaking in front RGA Tech park, drainage flows all over the road, residents of that street are facing health issues. Repoted BBMP and Bwssb ,but their saying this area is not our limit . Please look into this issue. ",2020-01-04 13:16:07+00:00,Prashant0795,,Water
383,"Dear Sir, For Docket No: KV600120, the dept responsible to solve your problem is BWSSB, Helpline: 080-22238888, Toll free No: 1916. If they don't respond in reasonable time, kindly revert. Regards, Rashmi A For Public Relations Team, DIPR Email:karnatakavarthe2020@gmail.com",2020-01-04 12:32:07+00:00,Karnataka_DIPR,,Water
384,@chairmanbwssb @BBMPCOMM @BBMP_MAYOR The BWSSB is so pathetic they don't even talk to you properly. After promising to attend our complaint he has not turned up. Upon asking he says he cannot and he disconnects and he is NOT reachable. @Karnataka_DIPR who should I complaint ?,2020-01-04 12:09:15+00:00,iampraveenlal,,Water
385,"Our Domlur Corporator doesnt lag behind. Even though one if the Ward Building is getting demolished still it was conducted today sharp at 11 am with more than 40 participants with BESCOM, Bwssb, BTP, BBMP officials present ..Very gud deliberations and even solutions emerged. ",2020-01-04 08:43:38+00:00,ksvenu247,,Water
386,"Ward committee meeting . Thanks to all rwa’s, residents and all offcials of bbmp, bwssb, bescom , street light, and health department who have attended all the 14 meetings 4-1-2020 @PCMohanMP @yuva_brigade @BJPKarITCell @nalinkateel @AmitShah @PMOIndia @BJP4Karnataka @HAL2S_RWA",2020-01-04 08:12:54+00:00,CrGundanna,,Water
387,"We should do well to identify the real owners of footpath. Theres utter mismanagement and confusion in this regard Is it: Poor, marginalised vendor BWSSB Passer by Cyclist Nearby land owner Car owners Currently it's mostly used by construction people, car owners and bikers",2020-01-04 03:26:23+00:00,nknairvm,,Water
388,ಜಲಮಂಡಳಿಯಿಂದ 3 ಹೊಸ ಪ್ರಯೋಗಾಲಯ| ನೀರಿನ ಮಾದರಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ ಬದಲಾವಣೆ #BWSSB #LAB #WATER,2020-01-04 03:22:21+00:00,VVani4U,#BWSSB #LAB #WATER,Water
389,ಜಲಮಂಡಳಿಯಿಂದ 3 ಹೊಸ ಪ್ರಯೋಗಾಲಯ| ನೀರಿನ ಮಾದರಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ ಬದಲಾವಣೆ #BWSSB #LAB #WATER http://bit.ly/36peVL0,2020-01-04 03:22:17+00:00,DighvijayNews24,#BWSSB #LAB #WATER,Water
390,"@chairmanbwssb sir this is the colour of water released by BWSSB , near Manjunathnagar Nagar. MEI Layout (Bagalgunte) service Center. ",2020-01-04 01:22:17+00:00,kcmgouda,,Water
391,Do we have a SM handle of BWSSB??,2020-01-03 20:02:40+00:00,Khurram1901,,Water
392,"Kindly take it up with the BWSSB. We are here to connect you with the concerned dept. As you already know who to contact, we have no role to play. Hope BWSSB addresses your problem.",2020-01-03 18:07:56+00:00,Captain_Mani72,,Water
393,"Obstructions for BMRC: Rlys: Land acq adj Byp depot; GAIL: Won't shift uncharted line; BWSSB: Digging galore; BBMP: New found love for Lake &amp; Trees; Activists /crusaders: Trees, All saints church, Maidan gg etc. Exception-BESCOM/KPTCL: Shifted Towers, did UG cabling well in WF.",2020-01-03 18:02:59+00:00,Cpt_Naveen,,Water
394,@BBMPCOMM @BBMP_MAYOR @mani1972ias @Bengaluru2050 @blrcitytraffic @rajajinagartrps hotel antarastriya has occupied the entire footpath &amp; beyond. They are keeping chairs &amp; tables to serve their customers. Nxt to Tata Motors showroom Rajajinagar metro station entrance (BWSSB Side) ,2020-01-03 16:08:57+00:00,syedfawaz2002,,Water
395,"In South Bengaluru, you will have to take diversions due to white topping. To avoid that if you take interior roads, you will face narrowed roads due to BWSSB white topping the drains!",2020-01-03 15:19:41+00:00,Winaashar,,Water
396,@bwssbdirector @chairmanbwssb @bwssbchairman @BBMP_MAYOR @BBMPCOMM @RAshokaBJP @Tejasvi_Surya Drainage water connected to Chuncungatta lake by BWSSB team kindly take action ,2020-01-03 12:51:45+00:00,avinash201619,,Water
397,"@chairmanbwssb Sir, This is the condition of the Road beside MORE Super Store, adjoining BWSSB Water Treatment plant, Outer Ring Road, Marathahalli, Ward No. 86. Sewage water is flowing out of the Manhole on to the Road making it impossible to Drive/ride or even walk ",2020-01-03 11:12:09+00:00,harishblr,,Water
398,"@BBMPCOMM Sir, This is the condition of the Road beside MORE Super Store, adjoining BWSSB Water Treatment plant, Outer Ring Road, Marathahalli, Ward No. 86. Sewage water is flowing out of the Manhole on to the Road making it impossible to Drive/ride or even walk ",2020-01-03 11:09:43+00:00,harishblr,,Water
399,"Ladies and Gents, the wait is finally over! I present to you my EP #REALMS dropping in less than 48hours!! Pre-add/pre-save link here https://music.empi.re/realms #RealmsEP",2020-09-08 17:08:59+00:00,wandecoal,#REALMS #RealmsEP,Water
400,"@chairmanbwssb dear concerned what a pathetic service u guys are rendering.., it’s on front entrance of office Address: east end main road Jaynagar 9th block Siddiqui kebab 7022632535 Your Complaint has been registered Complaint Number:BWSSB-2019-12-31-83092 ",2020-01-03 07:32:18+00:00,Amith_km,,Water
401,"@BBMPCOMM @BBMP_MAYOR Ward 198 Talaghattapura. Road behind Jnana sweekar public school is in worst condition and also the BWSSB Manhole is in open state without cap, causing heavy danger to commuters. Kindly fix it. @bwssbchairman fyi..",2020-01-03 05:43:14+00:00,Sudhindrakul1,,Water
402,Much obliged very nice to see response in few minutes. Difficult to believe we are greatful to you if you kindly escalate this to bwssb chairmen as down the line things are going bad to drain the revenue for BWSSB We thought it is very important to fix the gap an hence escalated ,2020-01-03 04:59:59+00:00,hemmigepura,,Water
403,@chairmanbwssb So far no complaints registered on the unauthorized connections given by BWSSB contractors. Why there is a soft corner on contractors and y not being taken up ever after escalating to highest level @Karnataka_DIPR need support to escalate further @mani1972ias,2020-01-03 04:35:53+00:00,hemmigepura,,Water
404,"@chairmanbwssb sir , nothing happened yet. You can see the way it works as even though the complaint was raised by BWSSB chairman , there was no action taken in 4-5 days.",2020-01-03 03:16:59+00:00,deepakmca05,,Water
405,ಕಾವೇರಿ ಕುಡಿವ ನೀರಿನ ಗುಣಮಟ್ಟ ಪರೀಕ್ಷೆ ಮಾಡಲು ಕೊನೆಗೂ ಮುಂದಾದ #BWSSB @Vijaykarnataka @editor_vk @chairmanbwssb @BBMPCOMM @katranjeet @WFRising @ECityRising @IChangeVpura @BangaloreMirror,2020-01-03 02:30:11+00:00,Sudarshanvk2,#BWSSB,Water
406,"Kannada Prabha , vijayavani daily paper reports floral tributes to Sri visweswara tritha swamiji in bbmp. Daily morning rounds, bwssb chamber blocks cleaning, SWATCH BHARAT is been conducted 5 days in a week even now.@PMOIndia @AmitShah @BJP4Karnataka @PCMohanMP @nalinkateel",2020-01-03 00:08:29+00:00,CrGundanna,,Water
407,This shows how efficiently BWSSB functioning ,2020-01-02 18:14:07+00:00,SasiNai59784545,,Water
408,ಬೆಂಗಳೂರಿಗರಿಗೆ ಮತ್ತೊಂದು ಷಾಕಿಂಗ್ ನ್ಯೂಸ್..! https://www.eesanje.com/water-price-hike/ #Bengaluru #WaterBoard #Waterprice #hike #BWSSB,2020-01-02 16:46:37+00:00,eesanjenews,#Bengaluru #WaterBoard #Waterprice #hike #BWSSB,Water
409,"U can take example of Koramangala 1st block, 80 ft main road, near Wipro signal.. after BWSSB work completion, BBMP laid a small patch of road and immediately after a week, it became more dangerous.. it was again relaid jst few days back now.. lets see how long it will last.",2020-01-02 15:39:48+00:00,sharadg2110,,Water
410,"Arvind sir, Don’t wait for UGD work to complete. Let’s start the asphalting work parallely. Pls look road conditions, people will die due to dust if u wait for UGD to complete bcoz BWSSB missed several deadline. #FixGearSchoolRoad #ModiInKarnataka @PMOIndia @narendramodi – at Prestige Trinity Building",2020-01-02 14:31:28+00:00,Dkhallirising,#FixGearSchoolRoad #ModiInKarnataka,Water
411,"30 to 40% water wastage due leakages and 40% having illegal connections, BWSSB don't want correct these But ok to hike the charges.... ",2020-01-02 12:14:55+00:00,softengg2015,,Water
412,"The pooja was performed at both places. Corporator Smt. H C Nagarathna Murthy, Smt.K N Lakshmi Nataraj, Leaders Sri Diwakar, Smt. Jayashree, Sri Chandrashekar Raju, Sri Kantha, Sri Govindraju, and many others along with the residents, BBMP, BWSSB &amp; WWM officials were present.",2020-01-02 12:09:21+00:00,Sowmyareddyr,,Water
413,"We are waiting for a response from BWSSB &amp; BBMP, Corporator of ward #61 since a year for Sewerage Line, Man Holes , Chambers, and Drainage at Byadarahalli ""C"" Street, Bangalore 560046 ",2020-01-02 11:40:54+00:00,JaiHind76699126,,Water
414,@BBMP and BWSSB have dug up so deep through Bangalore roads that we are effectively finding fossils now. ,2020-01-02 09:57:36+00:00,khare_khote,,Water
415,Could you please request him to visit ward no. 25 Horamavu? Maybe the roads will be fixed then? @helpgnrgarden #Bengaluru #BBMP @BBMPCOMM @BBMP_MAYOR #bwssb @CMofKarnataka @BSYBJP @PMOIndia @narendramodi_in @BJP4India #BJP #RoadSafety,2020-01-02 08:14:35+00:00,MonkeyAnomalous,#Bengaluru #BBMP #bwssb #BJP #RoadSafety,Water
416,ಬೆಂಗಳೂರಿಗರಿಗೆ ಸದ್ಯದಲ್ಲೇ ಮತ್ತೊಂದು ಹೊರೆ: ಶೀಘ್ರವೇ ನೀರಿನ ದರ ಏರಿಕೆ? #Bengaluru #Bwssb #pricehike,2020-01-02 07:57:03+00:00,KannadaPrabha,#Bengaluru #Bwssb #pricehike,Water
417,"These parked vehicles cause inconvenience not just to commuters and pedestrians, but also to the civic authorities (BWSSB, BESCOM, BBMP) who are working hard to complete the pending underground pipes/cable work in the area. They need to be evicted with a formal notice.",2020-01-02 06:12:49+00:00,Ratpk3,,Water
418,"There is no use.. i just paid 2000rs for jetting the sewage line. With no bill. Looks like BWSSB is straight forward robbing people.. no price list on your website, no information from customer service or no one in the office as well..",2020-01-02 05:21:52+00:00,dsouza_neel,,Water
419,"#Bengaluru Five years after water tariffs were revised last, the BWSSB has proposed increasing the rates by 30-50 %. @Lolita_TNIE @santwana99 @NewIndianXpress @chairmanbwssb @citizensforblr",2020-01-02 03:24:05+00:00,XpressBengaluru,#Bengaluru,Water
420,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Water
